transaction_id,transaction_date,description,merchant_id,category_id,payment_method_id,account_id,transaction_type,amount,is_recurring,notes
1298,2025-11-24,Public transport ticket,210,305,401,501,Expense,82.55,FALSE,Transport expense
1299,2025-11-22,Cinema or event ticket,218,308,401,501,Expense,51.49,FALSE,Entertainment expense
1300,2025-11-06,Cinema or event ticket,218,308,401,501,Expense,51.44,FALSE,Entertainment expense
1301,2025-11-14,Clothes shopping,209,311,401,501,Expense,391.28,FALSE,Clothing purchase
1302,2025-11-16,Electronics purchase,209,312,401,501,Expense,426.11,FALSE,Electronics purchase
1303,2025-12-10,Monthly salary,201,101,402,501,Income,6200.0,TRUE,Base monthly salary
1304,2025-12-01,Monthly rent,213,301,402,501,Expense,2200.0,TRUE,Fixed housing cost
1305,2025-12-05,Utilities payment,214,302,405,501,Expense,398.98,TRUE,Electricity and utilities
1306,2025-12-06,Internet bill,215,302,405,501,Expense,89.99,TRUE,Monthly internet payment
1307,2025-12-07,Netflix subscription,206,309,405,501,Expense,49.0,TRUE,Streaming subscription
1308,2025-12-08,Spotify subscription,207,309,405,501,Expense,23.99,TRUE,Music subscription
1309,2025-12-12,Emergency fund transfer,222,315,402,502,Expense,800.0,TRUE,Monthly savings transfer
1310,2025-12-03,Grocery shopping,204,303,401,501,Expense,246.3,FALSE,Variable grocery expense
1311,2025-12-14,Grocery shopping,203,303,401,501,Expense,178.02,FALSE,Variable grocery expense
1312,2025-12-09,Grocery shopping,203,303,401,501,Expense,92.85,FALSE,Variable grocery expense
1313,2025-12-26,Grocery shopping,203,303,404,501,Expense,187.11,FALSE,Variable grocery expense
1314,2025-12-15,Grocery shopping,204,303,401,501,Expense,164.37,FALSE,Variable grocery expense
1315,2025-12-23,Grocery shopping,204,303,404,501,Expense,249.68,FALSE,Variable grocery expense
1316,2025-12-15,Convenience store purchase,205,303,401,501,Expense,47.89,FALSE,Small daily purchase
1317,2025-12-14,Convenience store purchase,205,303,403,501,Expense,32.73,FALSE,Small daily purchase
1318,2025-12-09,Convenience store purchase,205,303,401,501,Expense,20.02,FALSE,Small daily purchase
1319,2025-12-22,Convenience store purchase,205,303,403,501,Expense,47.29,FALSE,Small daily purchase
1320,2025-12-01,Convenience store purchase,205,303,403,501,Expense,60.18,FALSE,Small daily purchase
1321,2025-12-25,Restaurant visit,219,304,401,501,Expense,108.52,FALSE,Eating out
1322,2025-12-21,Restaurant visit,219,304,404,501,Expense,168.67,FALSE,Eating out
1323,2025-12-19,Public transport ticket,211,305,404,501,Expense,116.91,FALSE,Transport expense
1324,2025-12-16,Public transport ticket,211,305,404,501,Expense,53.33,FALSE,Transport expense
1325,2025-12-22,Fuel purchase,212,306,401,501,Expense,197.78,FALSE,Fuel expense
1326,2025-12-11,Cinema or event ticket,218,308,404,501,Expense,107.84,FALSE,Entertainment expense
1327,2025-12-10,Travel accommodation,223,314,401,501,Expense,1262.58,FALSE,Travel expense
